"","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","GarageYrBlt","Id","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","LotFrontage","MasVnrType","MasVnrArea","Electrical"
"386","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2004",386,120,3182,8,5,2004,2005,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2,430,146,20,0,0,144,0,0,4,2010,192000,43,"BrkFace",16,"SBrkr"
"387","RL","Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Edwards","Feedr","Norm","1Fam","1.5Fin","Gambrel","CompShg","Wd Sdng","VinylSd","TA","Fa","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","None","None","None","None","N","None","None","None","WD","AdjLand","None",387,50,8410,5,3,1910,1996,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,5,2006,81000,58,"None",0,"SBrkr"
"388","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl","Hip","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasA","Ex","Y","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","None","GdWo","None","WD","Abnorml","1977",388,80,7200,6,6,1976,1976,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1,352,296,0,0,0,0,0,0,10,2009,125000,72,"BrkFace",255,"SBrkr"
"389","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1999",389,20,9382,7,5,1999,2000,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,2,577,120,25,0,0,0,0,0,7,2008,191000,93,"BrkFace",125,"SBrkr"
"390","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Ex","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Ex","BuiltIn","Fin","TA","TA","Y","None","None","None","New","Partial","2008",390,60,12474,10,5,2007,2008,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,3,846,196,134,0,0,0,0,0,8,2008,426000,96,"Stone",272,"SBrkr"
"391","RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","Gd","No","Rec","BLQ","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1978",391,50,8405,5,8,1900,1950,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,4,2008,119000,50,"None",0,"SBrkr"
"392","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Ex","TA","No","ALQ","Unf","GasA","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Normal","2001",392,60,12209,6,5,2001,2002,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2,560,125,192,0,0,0,0,0,6,2009,215000,71,"None",0,"SBrkr"
"393","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","Slab","None","None","None","None","None","GasA","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","MnPrv","Shed","WD","Normal","1959",393,20,8339,5,7,1959,1959,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1,294,0,0,0,0,0,0,1200,7,2007,106500,77,"None",0,"SBrkr"
"394","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1Story","Gable","CompShg","WdShing","Wd Shng","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","TA","Typ","TA","None","None","None","None","Y","None","GdWo","None","WD","Abnorml","None",394,30,7446,4,5,1941,1950,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,4,2006,100000,55,"None",0,"FuseA"
"395","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1940",395,50,10134,5,6,1940,1950,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1,240,0,39,0,0,0,0,0,7,2007,109000,60,"None",0,"FuseA"
"396","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1956",396,20,9571,5,6,1956,1956,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,6,2010,129000,68,"None",0,"SBrkr"
"397","RL","Pave","None","Reg","Low","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","Av","Rec","Unf","GasA","TA","Y","TA","Typ","None","Detchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1985",397,20,7200,5,5,1972,1972,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,9,2009,123000,60,"None",0,"SBrkr"
"398","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1962",398,60,7590,5,5,1962,1962,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1,264,0,168,0,0,0,0,0,7,2007,169500,69,"BrkFace",288,"SBrkr"
"399","RM","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","Fa","BrkTil","Fa","Po","No","Unf","Unf","GasA","Gd","Y","TA","Maj2","None","Detchd","Unf","Po","Po","N","None","None","None","WD","Abnorml","1920",399,30,8967,5,2,1920,1950,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,11,2007,67000,60,"None",0,"Mix"
"400","FV","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2007",400,60,8125,7,5,2006,2007,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2,438,0,168,0,0,0,0,0,10,2009,241000,65,"Stone",100,"SBrkr"
"401","RL","Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story","Gable","CompShg","BrkFace","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1996",401,120,14963,8,5,1996,1996,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,2,500,120,30,0,0,224,0,0,12,2008,245500,38,"None",0,"SBrkr"
"402","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2005",402,20,8767,7,5,2005,2005,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,7,2006,164990,65,"None",0,"SBrkr"
"403","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","None","GdPrv","None","WD","Normal","1940",403,30,10200,5,8,1940,1997,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1,240,168,0,0,0,0,0,0,8,2008,108000,60,"None",0,"SBrkr"
"404","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Abnorml","1998",404,60,12090,8,5,1998,1998,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,7,2006,258000,93,"BrkFace",650,"SBrkr"
"405","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Normal","1995",405,60,10364,6,5,1995,1996,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,5,2007,168000,77,"None",0,"SBrkr"
"406","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","TA","Min1","TA","Attchd","Unf","TA","TA","Y","None","GdWo","None","WD","Normal","1993",406,20,9991,4,4,1976,1993,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,2,490,120,78,0,0,0,0,0,6,2009,150000,63,"None",0,"SBrkr"
"407","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","TA","Maj2","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1936",407,50,10480,6,5,1936,1950,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,3,2008,115000,51,"None",0,"FuseA"
"408","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Plywood","TA","TA","BrkTil","Gd","TA","No","Unf","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1960",408,70,15576,6,7,1915,1976,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1,308,0,0,160,0,0,0,0,3,2008,177000,63,"None",0,"SBrkr"
"409","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","Gd","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2006",409,60,14154,7,5,2006,2006,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,3,947,192,62,0,0,0,0,0,8,2007,280000,109,"BrkFace",350,"SBrkr"
"410","FV","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2008",410,60,10800,8,5,2007,2008,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,3,836,0,102,0,0,0,0,0,4,2008,339750,85,"Stone",100,"SBrkr"
"411","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkComm","Brk Cmn","TA","Fa","CBlock","TA","Fa","No","Unf","Unf","GasA","TA","Y","TA","Mod","None","Attchd","Unf","TA","TA","Y","None","None","None","COD","Abnorml","1958",411,20,9571,5,3,1958,1958,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,6,2009,60000,68,"None",0,"FuseA"
"412","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","Gilbert","Norm","Norm","2fmCon","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","Mn","Rec","Unf","GasA","TA","N","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1955",412,190,34650,5,5,1955,1955,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,2,572,264,0,0,0,0,0,0,1,2006,145000,100,"None",0,"SBrkr"
"413","FV","Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","Ex","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2009",413,20,4403,7,5,2009,2009,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2,484,0,144,0,0,0,0,0,6,2010,222000,55,"Stone",432,"SBrkr"
"414","RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story","Gable","CompShg","WdShing","Wd Shng","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1927",414,30,8960,5,6,1927,1950,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,2,360,0,0,130,0,0,0,0,3,2010,115000,56,"None",0,"FuseA"
"415","RL","Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","BLQ","GLQ","GasA","Ex","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1993",415,60,11228,7,5,1993,1993,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,3,678,196,187,0,0,0,0,0,12,2008,228000,59,"None",0,"SBrkr"
"416","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2007",416,20,8899,7,5,2007,2007,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2,396,100,30,0,0,0,0,0,8,2007,181134,73,"None",0,"SBrkr"
"417","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1978",417,60,7844,6,7,1978,1978,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,2,440,0,0,0,0,0,0,0,3,2006,149500,74,"BrkFace",203,"SBrkr"
"418","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story","Hip","CompShg","Wd Sdng","Stucco","TA","TA","BrkTil","Gd","TA","No","BLQ","Unf","GasW","TA","N","TA","Typ","Gd","Detchd","Unf","TA","TA","N","None","None","None","WD","Normal","1918",418,70,22420,6,6,1918,1950,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,3,864,0,0,0,0,0,0,0,11,2007,239000,86,"None",0,"FuseA"
"419","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Fa","N","TA","Typ","None","Detchd","Unf","TA","TA","P","None","None","None","WD","AdjLand","1940",419,50,8160,5,6,1940,1950,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1,240,0,0,0,0,0,0,0,4,2007,126000,60,"None",0,"FuseF"
"420","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","TA","Typ","Fa","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1968",420,20,8450,5,6,1968,1968,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1,304,0,85,184,0,0,0,0,7,2010,142000,65,"None",0,"SBrkr"
"421","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","Gable","CompShg","VinylSd","VinylSd","TA","Gd","PConc","Gd","Gd","Gd","GLQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Alloca","1997",421,90,7060,7,5,1997,1998,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,4,784,0,0,0,0,0,0,0,11,2008,206300,78,"BrkFace",200,"SBrkr"
"422","RL","Pave","None","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","CemntBd","CmentBd","Gd","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1977",422,20,16635,6,7,1977,2000,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,2,529,240,0,0,0,0,0,0,6,2009,215000,90,"Stone",126,"SBrkr"
"423","RL","Pave","None","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","RFn","TA","TA","N","None","None","None","WD","Normal","1954",423,20,21750,5,5,1954,1954,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,2,2008,113000,100,"None",0,"FuseA"
"424","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1998",424,60,9200,8,5,1998,1998,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,3,696,0,66,0,0,0,0,0,6,2008,315000,80,"BrkFace",473,"SBrkr"
"425","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","Gd","TA","No","LwQ","Unf","GasA","Gd","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1956",425,20,9000,6,5,1956,1956,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1,297,0,44,0,0,0,0,0,5,2008,139000,72,"BrkFace",74,"FuseA"
"426","RM","Pave","Grvl","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","TA","Gd","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","P","None","None","None","WD","Normal","1947",426,60,3378,7,8,1946,1992,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1,240,0,0,126,0,0,0,0,9,2009,135000,60,"None",0,"SBrkr"
"427","RL","Pave","None","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl","Gable","CompShg","Wd Sdng","Wd Sdng","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1989",427,80,12800,7,5,1989,1989,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,8,2009,275000,98,"BrkFace",145,"SBrkr"
"428","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1964",428,20,8593,4,6,1957,1957,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,7,2008,109008,77,"None",0,"SBrkr"
"429","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2007",429,20,6762,7,5,2007,2007,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2,628,105,54,0,0,0,0,0,9,2007,195400,64,"BrkFace",108,"SBrkr"
"430","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","Gd","TA","Mn","GLQ","Unf","GasA","TA","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1988",430,20,11457,6,5,1988,1988,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,2,576,0,0,169,0,0,0,0,3,2009,175000,130,"None",0,"SBrkr"
"431","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","COD","Abnorml","1971",431,160,1680,6,5,1971,1971,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,1,264,0,0,0,0,0,0,0,7,2008,85400,21,"BrkFace",232,"SBrkr"
"432","RM","Pave","None","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","None","None","None","None","None","N","None","MnPrv","None","ConLD","Abnorml","None",432,50,5586,6,7,1920,1998,0,0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,0,0,0,98,0,0,0,0,0,9,2008,79900,60,"None",0,"SBrkr"
"433","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Min1","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1971",433,160,1920,5,5,1971,1971,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,2,440,240,36,0,0,0,0,0,8,2007,122500,24,"BrkFace",376,"SBrkr"
"434","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1997",434,60,10839,6,5,1997,1998,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,2,470,0,36,0,0,0,0,0,7,2008,181000,100,"None",0,"SBrkr"
"435","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","Gable","CompShg","CemntBd","CmentBd","TA","Gd","CBlock","Gd","TA","Av","ALQ","Unf","GasA","Gd","Y","TA","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",435,180,1890,4,7,1972,1972,495,0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,88,0,0,0,0,0,0,6,2008,81000,21,"None",0,"SBrkr"
"436","RL","Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","ALQ","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","ConLw","Normal","1996",436,60,10667,7,6,1996,1996,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,4,2009,212000,43,"None",0,"SBrkr"
"437","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Stucco","Stucco","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1990",437,50,4400,6,8,1920,1950,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,2,440,0,0,0,0,0,0,0,10,2006,116000,40,"None",0,"FuseA"
